FTIR_setup date(yymmdd) time(hhmmss) juldayhm(ftir) date_matlab RMS/maximum_intensity White_signal-to-noise RMS_residues_fit iterations_convergence Solar_elevation_angle(º) DOFH2O DOFO348 DOFO350a DOFO350s DOFO349a DOFO349s Total_Column_H2O(molec/m2) Total_Column_O3total(molec/m2) Total_Column_O348(molec/m2) Total_Column_O350a(molec/m2) Total_Column_O350s(molec/m2) TC_O349a(molec/m2) Total_Column_O349s(molec/m2) 
O3_iTY_1 160927 154406 6479.656 736600.655625 0.002467 652.440379 5468.983000 6.000000 39.745872 1.000000 4.127000 1.107000 1.166000 0.106400 0.157000 2.61310e+026 7.36144e+022 7.35420e+022 8.51620e+022 8.26790e+022 8.21100e+022 8.10800e+022 
O3_iTY_1 160927 155359 6479.662 736600.662488 0.002545 687.857804 5654.133000 6.000000 37.840214 1.000000 4.099000 1.111000 1.171000 0.108400 0.157800 2.31230e+026 7.37241e+022 7.36530e+022 8.49750e+022 8.26810e+022 8.24700e+022 8.09470e+022 
O3_iTY_1 160927 160353 6479.669 736600.669363 0.002583 672.115721 5740.168000 6.000000 35.896168 1.000000 4.101000 1.123000 1.184000 0.114300 0.164800 1.97760e+026 7.39028e+022 7.38330e+022 8.50230e+022 8.24030e+022 8.28850e+022 8.10540e+022 
O3_iTY_1 160927 161347 6479.676 736600.676238 0.002627 656.051892 5827.679000 6.000000 33.921183 1.000000 4.097000 1.136000 1.200000 0.119200 0.171200 1.89740e+026 7.37364e+022 7.36650e+022 8.50550e+022 8.26030e+022 8.28390e+022 8.09430e+022 
O3_iTY_1 160927 162341 6479.683 736600.683113 0.002729 662.608209 6037.425000 6.000000 31.918695 1.000000 4.070000 1.140000 1.204000 0.120500 0.174500 1.86250e+026 7.37810e+022 7.37110e+022 8.49760e+022 8.22000e+022 8.27090e+022 8.11770e+022 
O3_iTY_1 160927 163335 6479.690 736600.689988 0.002768 668.044823 6115.904000 6.000000 29.892144 1.000000 4.069000 1.158000 1.226000 0.128000 0.184800 1.90620e+026 7.36720e+022 7.36000e+022 8.51310e+022 8.24790e+022 8.27460e+022 8.12360e+022 
O3_iTY_1 160927 171515 6479.719 736600.718924 0.003188 663.484982 6942.470000 6.000000 21.154537 1.000000 3.971000 1.220000 1.303000 0.156800 0.220500 1.84370e+026 7.34695e+022 7.33980e+022 8.49170e+022 8.19590e+022 8.29330e+022 8.07930e+022 
O3_iTY_1 160927 172509 6479.726 736600.725799 0.003296 740.862760 7134.233000 6.000000 19.040323 1.000000 3.947000 1.241000 1.329000 0.169300 0.236000 1.87250e+026 7.34758e+022 7.34050e+022 8.48900e+022 8.16140e+022 8.31230e+022 8.08570e+022 
O3_iTY_1 160927 173503 6479.733 736600.732674 0.003473 743.175750 7453.546000 6.000000 16.915223 1.000000 3.898000 1.262000 1.358000 0.177300 0.247400 1.92390e+026 7.34148e+022 7.33430e+022 8.49590e+022 8.17770e+022 8.30350e+022 8.09050e+022 
O3_iTY_1 160927 174455 6479.739 736600.739525 0.003660 668.230203 7766.348000 6.000000 14.788976 1.000000 3.846000 1.283000 1.386000 0.188000 0.259000 1.93820e+026 7.32988e+022 7.32270e+022 8.49020e+022 8.15730e+022 8.29390e+022 8.04480e+022 
O3_iTY_1 160927 175449 6479.746 736600.746400 0.003900 642.449259 8155.118000 6.000000 12.647833 1.000000 3.771000 1.303000 1.418000 0.199200 0.272700 1.96480e+026 7.31852e+022 7.31140e+022 8.46220e+022 8.13520e+022 8.31430e+022 8.05160e+022 
O3_iTY_1 160928 093427 6480.399 736601.398924 0.002587 668.836051 5731.779000 6.000000 32.758651 1.000000 4.098000 1.171000 1.236000 0.136600 0.195100 2.26890e+026 7.69434e+022 7.68700e+022 8.88680e+022 8.54910e+022 8.62080e+022 8.43600e+022 
O3_iTY_1 160928 094421 6480.406 736601.405799 0.002532 759.670554 5619.777000 6.000000 34.739940 1.000000 4.106000 1.163000 1.228000 0.132600 0.188100 2.04230e+026 7.70793e+022 7.70040e+022 8.91460e+022 8.61690e+022 8.67110e+022 8.44470e+022 
O3_iTY_1 160928 095415 6480.413 736601.412674 0.002498 746.289184 5548.802000 6.000000 36.692007 1.000000 4.109000 1.152000 1.214000 0.126000 0.180700 2.23380e+026 7.73724e+022 7.72960e+022 8.97220e+022 8.65710e+022 8.66220e+022 8.47510e+022 
O3_iTY_1 160928 100409 6480.419 736601.419549 0.002426 809.369282 5397.967000 6.000000 38.610269 1.000000 4.123000 1.149000 1.209000 0.124100 0.178700 2.38120e+026 7.74399e+022 7.73630e+022 8.98910e+022 8.66940e+022 8.66350e+022 8.48680e+022 
O3_iTY_1 160928 101404 6480.426 736601.426435 0.002405 730.304011 5347.059000 6.000000 40.494728 1.000000 4.127000 1.136000 1.195000 0.118800 0.172200 2.40510e+026 7.75724e+022 7.74960e+022 8.98820e+022 8.69170e+022 8.66760e+022 8.50800e+022 
O3_iTY_1 160928 102358 6480.433 736601.433310 0.002418 767.855820 5380.142000 6.000000 42.333349 1.000000 4.108000 1.118000 1.175000 0.112500 0.162600 2.12840e+026 7.77991e+022 7.77250e+022 8.97350e+022 8.67750e+022 8.69460e+022 8.51170e+022 
O3_iTY_1 160928 103352 6480.440 736601.440185 0.002392 736.622376 5325.310000 6.000000 44.124415 1.000000 4.117000 1.108000 1.165000 0.110000 0.158600 2.04800e+026 7.80652e+022 7.79910e+022 8.99080e+022 8.71540e+022 8.74440e+022 8.54720e+022 
O3_iTY_1 160928 104345 6480.447 736601.447049 0.002338 697.176131 5206.574000 6.000000 45.858759 1.000000 4.127000 1.108000 1.164000 0.109000 0.159300 1.95300e+026 7.81376e+022 7.80630e+022 8.99900e+022 8.73700e+022 8.74180e+022 8.59880e+022 
O3_iTY_1 160928 105340 6480.453 736601.453935 0.002334 698.546671 5203.048000 6.000000 47.538671 1.000000 4.120000 1.097000 1.151000 0.105000 0.152300 1.84340e+026 7.80956e+022 7.80200e+022 9.02350e+022 8.72650e+022 8.74890e+022 8.57020e+022 
O3_iTY_1 160928 110334 6480.460 736601.460810 0.002322 767.735928 5180.092000 6.000000 49.146963 1.000000 4.116000 1.091000 1.144000 0.102400 0.148800 1.90260e+026 7.84083e+022 7.83320e+022 9.06100e+022 8.77750e+022 8.77690e+022 8.59980e+022 
O3_iTY_1 160928 112322 6480.474 736601.474560 0.002281 714.390956 5079.009000 6.000000 52.123479 1.000000 4.121000 1.080000 1.133000 0.098900 0.144900 1.80460e+026 7.84767e+022 7.84000e+022 9.06430e+022 8.81040e+022 8.77710e+022 8.62950e+022 
O3_iTY_1 160928 113316 6480.481 736601.481435 0.002255 726.372007 5025.504000 6.000000 53.471649 1.000000 4.130000 1.078000 1.129000 0.097950 0.143500 1.86610e+026 7.86481e+022 7.85720e+022 9.08440e+022 8.80000e+022 8.78300e+022 8.63440e+022 
O3_iTY_1 160928 114310 6480.488 736601.488310 0.002294 663.125534 5117.605000 6.000000 54.711529 1.000000 4.111000 1.064000 1.117000 0.092400 0.135300 1.78200e+026 7.86188e+022 7.85420e+022 9.06760e+022 8.85360e+022 8.79550e+022 8.63410e+022 
O3_iTY_1 160928 115304 6480.495 736601.495185 0.002263 686.900486 5055.990000 6.000000 55.831662 1.000000 4.122000 1.063000 1.116000 0.093520 0.136700 1.86320e+026 7.89561e+022 7.88810e+022 9.07730e+022 8.84850e+022 8.83520e+022 8.66900e+022 
O3_iTY_1 160928 120258 6480.501 736601.502060 0.002288 765.708066 5102.835000 6.000000 56.818868 1.000000 4.108000 1.057000 1.106000 0.089480 0.130600 1.86440e+026 7.89264e+022 7.88490e+022 9.12780e+022 8.86600e+022 8.81240e+022 8.63540e+022 
O3_iTY_1 160928 121252 6480.508 736601.508935 0.002224 761.425398 4946.639000 6.000000 57.661689 1.000000 4.126000 1.067000 1.118000 0.092530 0.136700 1.98150e+026 7.88412e+022 7.87640e+022 9.11050e+022 8.87330e+022 8.77020e+022 8.64970e+022 
O3_iTY_1 160928 122246 6480.515 736601.515810 0.002267 756.886037 5028.311000 6.000000 58.348093 1.000000 4.106000 1.055000 1.103000 0.089120 0.130300 2.15920e+026 7.89858e+022 7.89090e+022 9.12570e+022 8.85480e+022 8.82340e+022 8.65840e+022 
O3_iTY_1 160928 123240 6480.522 736601.522685 0.002268 794.832424 5032.213000 6.000000 58.867765 1.000000 4.106000 1.052000 1.101000 0.088730 0.129700 2.05910e+026 7.90684e+022 7.89920e+022 9.12030e+022 8.86920e+022 8.82820e+022 8.66170e+022 
O3_iTY_1 160928 124234 6480.529 736601.529560 0.002230 808.595340 4963.966000 6.000000 59.212113 1.000000 4.119000 1.058000 1.107000 0.089980 0.131500 1.97410e+026 7.89871e+022 7.89100e+022 9.13200e+022 8.86710e+022 8.80520e+022 8.63550e+022 
O3_iTY_1 160928 125229 6480.536 736601.536447 0.002261 693.143706 5019.646000 6.000000 59.374833 1.000000 4.107000 1.050000 1.100000 0.088420 0.128800 2.09070e+026 7.91056e+022 7.90300e+022 9.10930e+022 8.87410e+022 8.82340e+022 8.64310e+022 
O3_iTY_1 160928 130222 6480.543 736601.543310 0.002222 717.333571 4943.350000 6.000000 59.353633 1.000000 4.123000 1.059000 1.110000 0.091140 0.134300 1.93670e+026 7.92276e+022 7.91520e+022 9.12190e+022 8.87600e+022 8.83660e+022 8.70210e+022 
O3_iTY_1 160928 131216 6480.550 736601.550185 0.002266 738.535055 5045.379000 6.000000 59.149088 1.000000 4.107000 1.051000 1.101000 0.088660 0.129500 1.99230e+026 7.93186e+022 7.92420e+022 9.14730e+022 8.89800e+022 8.85930e+022 8.68490e+022 
O3_iTY_1 160928 132210 6480.557 736601.557060 0.002236 740.063754 4974.839000 5.000000 58.764060 1.000000 4.118000 1.061000 1.110000 0.090880 0.133400 1.87650e+026 7.90979e+022 7.90190e+022 9.17310e+022 8.89310e+022 8.83360e+022 8.68180e+022 
O3_iTY_1 160928 133205 6480.564 736601.563947 0.002273 656.246561 5063.802000 6.000000 58.204280 1.000000 4.112000 1.056000 1.104000 0.088050 0.129800 2.07190e+026 7.91825e+022 7.91040e+022 9.17690e+022 8.90500e+022 8.81850e+022 8.67820e+022 
O3_iTY_1 160928 143303 6480.606 736601.606285 0.002351 753.090390 5229.444000 6.000000 51.571148 1.000000 4.106000 1.075000 1.127000 0.095920 0.140400 1.84020e+026 7.95402e+022 7.94630e+022 9.18050e+022 8.91660e+022 8.89470e+022 8.74310e+022 
O3_iTY_1 160929 104540 6481.448 736602.448380 0.002445 708.037142 5463.144000 5.000000 45.961891 1.000000 4.078000 1.087000 1.143000 0.097630 0.143300 1.35550e+026 7.93272e+022 7.92490e+022 9.18460e+022 8.91910e+022 8.83460e+022 8.68770e+022 
O3_iTY_1 160929 105533 6481.455 736602.455243 0.002433 676.755523 5442.210000 5.000000 47.612009 1.000000 4.078000 1.080000 1.134000 0.095670 0.140700 1.29590e+026 7.97398e+022 7.96630e+022 9.20290e+022 8.93520e+022 8.86830e+022 8.73320e+022 
O3_iTY_1 160929 110527 6481.462 736602.462118 0.002444 702.587862 5427.777000 5.000000 49.193946 1.000000 4.067000 1.065000 1.121000 0.090700 0.134800 1.83610e+026 7.96841e+022 7.96080e+022 9.16830e+022 8.95790e+022 8.85040e+022 8.74800e+022 
O3_iTY_1 160929 111521 6481.469 736602.468993 0.002395 629.889985 5336.468000 5.000000 50.697387 1.000000 4.081000 1.068000 1.118000 0.091090 0.135100 1.74470e+026 7.95307e+022 7.94520e+022 9.22550e+022 8.92030e+022 8.84710e+022 8.73550e+022 
O3_iTY_1 160929 112515 6481.476 736602.475868 0.002405 627.802540 5347.696000 6.000000 52.110874 1.000000 4.072000 1.057000 1.107000 0.088320 0.131000 1.63090e+026 7.97441e+022 7.96670e+022 9.21530e+022 8.92570e+022 8.86260e+022 8.74810e+022 
O3_iTY_1 160929 113509 6481.483 736602.482743 0.002394 582.844910 5298.666000 6.000000 53.425812 1.000000 4.074000 1.050000 1.102000 0.086120 0.127800 1.23150e+026 7.98774e+022 7.98020e+022 9.18980e+022 8.94420e+022 8.86390e+022 8.74340e+022 
O3_iTY_1 160929 115457 6481.496 736602.496493 0.002385 706.894535 5249.625000 6.000000 55.710768 1.000000 4.064000 1.037000 1.089000 0.083080 0.123200 1.42300e+026 7.98738e+022 7.97990e+022 9.16310e+022 8.95700e+022 8.87690e+022 8.75500e+022 
O3_iTY_1 160929 120451 6481.503 736602.503368 0.002376 627.438823 5242.181000 6.000000 56.657867 1.000000 4.068000 1.035000 1.086000 0.083140 0.123400 1.22150e+026 7.99631e+022 7.98890e+022 9.16540e+022 8.93180e+022 8.90870e+022 8.78630e+022 
O3_iTY_1 160929 121445 6481.510 736602.510243 0.002350 592.072887 5155.485000 6.000000 57.458289 1.000000 4.073000 1.036000 1.087000 0.084450 0.123900 1.44660e+026 8.00518e+022 7.99780e+022 9.16970e+022 8.93040e+022 8.93710e+022 8.77020e+022 
O3_iTY_1 160929 133127 6481.563 736602.563507 0.002345 630.316843 5124.781000 6.000000 57.847900 1.000000 4.071000 1.033000 1.084000 0.081300 0.121400 1.40480e+026 7.94166e+022 7.93400e+022 9.14780e+022 8.93590e+022 8.83680e+022 8.73330e+022 
O3_iTY_1 160929 141641 6481.594 736602.594919 0.002426 641.502510 5234.638000 6.000000 53.433261 1.000000 4.050000 1.043000 1.092000 0.083450 0.122500 1.50980e+026 7.94438e+022 7.93660e+022 9.19330e+022 8.91790e+022 8.84540e+022 8.68330e+022 
O3_iTY_1 160929 161929 6481.680 736602.680197 0.002889 571.884777 6167.876000 6.000000 32.179964 1.000000 3.997000 1.132000 1.197000 0.118700 0.171100 1.66740e+026 7.91293e+022 7.90540e+022 9.10950e+022 8.84690e+022 8.84780e+022 8.68580e+022 
O3_iTY_1 160929 163920 6481.694 736602.693981 0.002979 631.160589 6336.520000 6.000000 28.131444 1.000000 3.991000 1.169000 1.239000 0.133600 0.190800 1.47440e+026 7.90401e+022 7.89650e+022 9.11710e+022 8.79930e+022 8.83870e+022 8.65970e+022 
O3_iTY_1 160929 173143 6481.730 736602.730359 0.003664 584.224790 7488.152000 6.000000 17.093985 1.000000 3.818000 1.249000 1.345000 0.174700 0.241600 1.60750e+026 7.85933e+022 7.85180e+022 9.07270e+022 8.72920e+022 8.87550e+022 8.63620e+022 
O3_iTY_1 160929 174136 6481.737 736602.737222 0.003805 638.534693 7779.826000 6.000000 14.971750 1.000000 3.784000 1.275000 1.382000 0.189100 0.259000 1.54340e+026 7.85439e+022 7.84680e+022 9.07360e+022 8.73770e+022 8.88450e+022 8.62080e+022 
O3_iTY_1 160929 175130 6481.744 736602.744097 0.004071 524.175182 8202.455000 6.000000 12.837482 1.000000 3.701000 1.291000 1.407000 0.196200 0.267200 1.52990e+026 7.83162e+022 7.82400e+022 9.07010e+022 8.69520e+022 8.86030e+022 8.58140e+022 
O3_iTY_1 160930 095308 6482.412 736603.411898 0.002455 633.913707 5567.204000 6.000000 36.118476 1.000000 4.165000 1.166000 1.232000 0.130500 0.188200 1.00370e+026 7.91672e+022 7.90920e+022 9.13410e+022 8.80980e+022 8.84770e+022 8.67700e+022 
O3_iTY_1 160930 101919 6482.430 736603.430081 0.002478 620.822579 5628.183000 5.000000 41.075134 1.000000 4.129000 1.115000 1.176000 0.109200 0.159200 1.18500e+026 7.92516e+022 7.91760e+022 9.13600e+022 8.85960e+022 8.83540e+022 8.68200e+022 
O3_iTY_1 160930 110741 6482.463 736603.463669 0.002318 763.734857 5253.257000 5.000000 49.285046 1.000000 4.162000 1.089000 1.144000 0.098720 0.146200 1.32100e+026 7.95542e+022 7.94790e+022 9.16620e+022 8.87570e+022 8.83710e+022 8.72310e+022 
O3_iTY_1 160930 115721 6482.498 736603.498160 0.002242 743.640985 5072.441000 6.000000 55.629408 1.000000 4.160000 1.067000 1.121000 0.093040 0.137000 1.15780e+026 7.93709e+022 7.92950e+022 9.14330e+022 8.89290e+022 8.84920e+022 8.70720e+022 
O3_iTY_1 160930 124544 6482.531 736603.531759 0.002245 679.550286 5051.855000 6.000000 58.522272 1.000000 4.147000 1.052000 1.104000 0.087850 0.130900 1.15300e+026 7.92070e+022 7.91300e+022 9.14380e+022 8.90920e+022 8.79640e+022 8.68960e+022 
O3_iTY_1 160930 134548 6482.573 736603.573472 0.002309 667.097964 5163.658000 6.000000 56.374253 1.000000 4.122000 1.048000 1.100000 0.086800 0.128900 1.33010e+026 7.89604e+022 7.88840e+022 9.10770e+022 8.87240e+022 8.78310e+022 8.66670e+022 
